"","weights"
"rep.foursig_1", 0.007524033317299748
"rep.foursig_3", 0.006580474506383205
"rep.foursig_5", 0.003971414246407737
"rep.foursig_11", 0.0002667598902070359
"rep.peakc_11", 0.015852537996789196
"rep.peakc_21", 0.08715618718639018
"rep.peakc_31", 0.007719791463963343
"rep.peakc_51", 0.0014214931084515878
"rep.r3c_2000", 0.09745046020655732
"rep.r3c_5000", 0.01373026411957063
"rep.r3c_10000", 0.021427604420489115
"rep.r4cker_nearbait", 0.015728392524351233
